imageID,utterance,state,valence,arousal,probability
1,terrible,terrible,neg,high,0.6825798797684495
1,terrible,terrible,neg,low,0.23965460023155055
1,terrible,terrible,pos,high,0.05755714023155038
1,terrible,terrible,pos,low,0.02020837976844961
1,bad,bad,neg,high,0.3938499941873148
1,bad,bad,neg,low,0.41650802581268526
1,bad,bad,pos,high,0.09216974581268514
1,bad,bad,pos,low,0.09747223418731475
1,ok,neutral,neg,high,0.09814508427754794
1,ok,neutral,neg,low,0.5079596457224521
1,ok,neutral,pos,high,0.06378251572245196
1,ok,neutral,pos,low,0.33011275427754805
1,good,good,neg,high,0.1298703269108364
1,good,good,neg,low,0.21407253308916357
1,good,good,pos,high,0.24772241308916368
1,good,good,pos,low,0.40833472691083644
1,amazing,amazing,neg,high,0.12813831148403843
1,amazing,amazing,neg,low,0.06244920851596163
1,amazing,amazing,pos,high,0.5441948585159615
1,amazing,amazing,pos,low,0.26521762148403843
2,terrible,terrible,neg,high,0.6825798797684495
2,terrible,terrible,neg,low,0.23965460023155039
2,terrible,terrible,pos,high,0.05755714023155043
2,terrible,terrible,pos,low,0.02020837976844963
2,bad,bad,neg,high,0.39384999418731487
2,bad,bad,neg,low,0.41650802581268526
2,bad,bad,pos,high,0.09216974581268515
2,bad,bad,pos,low,0.09747223418731475
2,ok,neutral,neg,high,0.09814508427754795
2,ok,neutral,neg,low,0.5079596457224521
2,ok,neutral,pos,high,0.06378251572245196
2,ok,neutral,pos,low,0.33011275427754805
2,good,good,neg,high,0.12987032691083641
2,good,good,neg,low,0.21407253308916352
2,good,good,pos,high,0.2477224130891636
2,good,good,pos,low,0.4083347269108364
2,amazing,amazing,neg,high,0.12813831148403843
2,amazing,amazing,neg,low,0.062449208515961606
2,amazing,amazing,pos,high,0.5441948585159615
2,amazing,amazing,pos,low,0.26521762148403843
3,terrible,terrible,neg,high,0.6825798797684495
3,terrible,terrible,neg,low,0.23965460023155055
3,terrible,terrible,pos,high,0.05755714023155038
3,terrible,terrible,pos,low,0.02020837976844961
3,bad,bad,neg,high,0.3938499941873148
3,bad,bad,neg,low,0.41650802581268526
3,bad,bad,pos,high,0.09216974581268514
3,bad,bad,pos,low,0.09747223418731475
3,ok,neutral,neg,high,0.09814508427754794
3,ok,neutral,neg,low,0.5079596457224521
3,ok,neutral,pos,high,0.06378251572245196
3,ok,neutral,pos,low,0.33011275427754805
3,good,good,neg,high,0.1298703269108364
3,good,good,neg,low,0.21407253308916366
3,good,good,pos,high,0.24772241308916354
3,good,good,pos,low,0.40833472691083644
3,amazing,amazing,neg,high,0.12813831148403843
3,amazing,amazing,neg,low,0.06244920851596163
3,amazing,amazing,pos,high,0.5441948585159615
3,amazing,amazing,pos,low,0.26521762148403843
4,terrible,terrible,neg,high,0.6825798797684495
4,terrible,terrible,neg,low,0.23965460023155055
4,terrible,terrible,pos,high,0.05755714023155038
4,terrible,terrible,pos,low,0.02020837976844961
4,bad,bad,neg,high,0.3938499941873149
4,bad,bad,neg,low,0.41650802581268515
4,bad,bad,pos,high,0.09216974581268521
4,bad,bad,pos,low,0.09747223418731482
4,ok,neutral,neg,high,0.09814508427754796
4,ok,neutral,neg,low,0.507959645722452
4,ok,neutral,pos,high,0.06378251572245199
4,ok,neutral,pos,low,0.33011275427754805
4,good,good,neg,high,0.12987032691083641
4,good,good,neg,low,0.21407253308916357
4,good,good,pos,high,0.24772241308916357
4,good,good,pos,low,0.40833472691083655
4,amazing,amazing,neg,high,0.12813831148403843
4,amazing,amazing,neg,low,0.06244920851596159
4,amazing,amazing,pos,high,0.5441948585159615
4,amazing,amazing,pos,low,0.26521762148403843
5,terrible,terrible,neg,high,0.6825798797684495
5,terrible,terrible,neg,low,0.23965460023155039
5,terrible,terrible,pos,high,0.05755714023155043
5,terrible,terrible,pos,low,0.02020837976844963
5,bad,bad,neg,high,0.39384999418731487
5,bad,bad,neg,low,0.41650802581268526
5,bad,bad,pos,high,0.09216974581268515
5,bad,bad,pos,low,0.09747223418731475
5,ok,neutral,neg,high,0.09814508427754799
5,ok,neutral,neg,low,0.5079596457224519
5,ok,neutral,pos,high,0.06378251572245197
5,ok,neutral,pos,low,0.33011275427754805
5,good,good,neg,high,0.12987032691083636
5,good,good,neg,low,0.21407253308916355
5,good,good,pos,high,0.2477224130891636
5,good,good,pos,low,0.4083347269108365
5,amazing,amazing,neg,high,0.12813831148403848
5,amazing,amazing,neg,low,0.06244920851596163
5,amazing,amazing,pos,high,0.5441948585159615
5,amazing,amazing,pos,low,0.26521762148403843
6,terrible,terrible,neg,high,0.6825798797684495
6,terrible,terrible,neg,low,0.23965460023155055
6,terrible,terrible,pos,high,0.05755714023155038
6,terrible,terrible,pos,low,0.02020837976844961
6,bad,bad,neg,high,0.3938499941873148
6,bad,bad,neg,low,0.41650802581268526
6,bad,bad,pos,high,0.09216974581268514
6,bad,bad,pos,low,0.09747223418731475
6,ok,neutral,neg,high,0.098145084277548
6,ok,neutral,neg,low,0.507959645722452
6,ok,neutral,pos,high,0.063782515722452
6,ok,neutral,pos,low,0.330112754277548
6,good,good,neg,high,0.12987032691083633
6,good,good,neg,low,0.21407253308916352
6,good,good,pos,high,0.2477224130891636
6,good,good,pos,low,0.40833472691083644
6,amazing,amazing,neg,high,0.1281383114840384
6,amazing,amazing,neg,low,0.062449208515961634
6,amazing,amazing,pos,high,0.5441948585159615
6,amazing,amazing,pos,low,0.2652176214840383
7,terrible,terrible,neg,high,0.6825798797684495
7,terrible,terrible,neg,low,0.23965460023155039
7,terrible,terrible,pos,high,0.05755714023155041
7,terrible,terrible,pos,low,0.020208379768449605
7,bad,bad,neg,high,0.39384999418731487
7,bad,bad,neg,low,0.41650802581268515
7,bad,bad,pos,high,0.09216974581268525
7,bad,bad,pos,low,0.09747223418731482
7,ok,neutral,neg,high,0.09814508427754796
7,ok,neutral,neg,low,0.507959645722452
7,ok,neutral,pos,high,0.06378251572245203
7,ok,neutral,pos,low,0.3301127542775481
7,good,good,neg,high,0.1298703269108364
7,good,good,neg,low,0.21407253308916363
7,good,good,pos,high,0.24772241308916354
7,good,good,pos,low,0.40833472691083644
7,amazing,amazing,neg,high,0.1281383114840384
7,amazing,amazing,neg,low,0.06244920851596159
7,amazing,amazing,pos,high,0.5441948585159617
7,amazing,amazing,pos,low,0.2652176214840384
8,terrible,terrible,neg,high,0.6825798797684494
8,terrible,terrible,neg,low,0.23965460023155044
8,terrible,terrible,pos,high,0.057557140231550424
8,terrible,terrible,pos,low,0.020208379768449625
8,bad,bad,neg,high,0.39384999418731487
8,bad,bad,neg,low,0.4165080258126851
8,bad,bad,pos,high,0.09216974581268524
8,bad,bad,pos,low,0.0974722341873148
8,ok,neutral,neg,high,0.09814508427754802
8,ok,neutral,neg,low,0.5079596457224521
8,ok,neutral,pos,high,0.063782515722452
8,ok,neutral,pos,low,0.330112754277548
8,good,good,neg,high,0.12987032691083641
8,good,good,neg,low,0.2140725330891636
8,good,good,pos,high,0.2477224130891636
8,good,good,pos,low,0.4083347269108364
8,amazing,amazing,neg,high,0.12813831148403843
8,amazing,amazing,neg,low,0.062449208515961585
8,amazing,amazing,pos,high,0.5441948585159616
8,amazing,amazing,pos,low,0.2652176214840384
9,terrible,terrible,neg,high,0.6825798797684495
9,terrible,terrible,neg,low,0.23965460023155039
9,terrible,terrible,pos,high,0.05755714023155041
9,terrible,terrible,pos,low,0.020208379768449605
9,bad,bad,neg,high,0.39384999418731487
9,bad,bad,neg,low,0.41650802581268515
9,bad,bad,pos,high,0.09216974581268525
9,bad,bad,pos,low,0.09747223418731482
9,ok,neutral,neg,high,0.09814508427754796
9,ok,neutral,neg,low,0.507959645722452
9,ok,neutral,pos,high,0.06378251572245203
9,ok,neutral,pos,low,0.3301127542775481
9,good,good,neg,high,0.1298703269108364
9,good,good,neg,low,0.21407253308916363
9,good,good,pos,high,0.24772241308916354
9,good,good,pos,low,0.40833472691083644
9,amazing,amazing,neg,high,0.1281383114840384
9,amazing,amazing,neg,low,0.06244920851596159
9,amazing,amazing,pos,high,0.5441948585159617
9,amazing,amazing,pos,low,0.2652176214840384
